Date,Open,High,Low,Close,AClose,Volume
"Aug 22, 2023",325.5,326.08,321.46,322.46,321.21,"16,102,000"
"Aug 21, 2023",317.93,322.77,317.04,321.88,320.64,"24,040,000"
"Aug 18, 2023",314.49,318.38,311.55,316.48,315.26,"24,744,800"
"Aug 17, 2023",320.54,321.87,316.21,316.88,315.65,"21,257,200"
"Aug 16, 2023",320.8,324.42,319.8,320.4,319.16,"20,698,900"
"Aug 15, 2023",323,325.09,320.9,321.86,319.94,"16,966,300"
"Aug 14, 2023",321.39,324.06,320.08,324.04,322.1,"18,836,100"
"Aug 11, 2023",320.26,322.41,319.21,321.01,319.09,"24,342,600"
"Aug 10, 2023",326.02,328.26,321.18,322.93,321,"20,113,700"
"Aug 09, 2023",326.47,327.11,321.05,322.23,320.31,"22,373,300"
"Aug 08, 2023",326.96,328.75,323,326.05,324.1,"22,327,600"
"Aug 07, 2023",328.37,331.11,327.52,330.11,328.14,"17,741,500"
"Aug 04, 2023",331.88,335.14,327.24,327.78,325.82,"23,727,700"
"Aug 03, 2023",326,329.88,325.95,326.66,324.71,"18,253,700"
"Aug 02, 2023",333.63,333.63,326.36,327.5,325.54,"27,761,300"
"Aug 01, 2023",335.19,338.54,333.7,336.34,334.33,"18,311,900"
"Jul 31, 2023",336.92,337.7,333.36,335.92,333.91,"25,446,000"
"Jul 28, 2023",333.67,340.01,333.17,338.37,336.35,"28,484,900"
"Jul 27, 2023",340.48,341.33,329.05,330.72,328.74,"39,635,300"
"Jul 26, 2023",341.44,344.67,333.11,337.77,335.75,"58,383,700"
"Jul 25, 2023",347.11,351.89,345.07,350.98,348.88,"41,637,700"
"Jul 24, 2023",345.85,346.92,342.31,345.11,343.05,"26,678,100"
"Jul 21, 2023",349.15,350.3,339.83,343.77,341.72,"69,368,900"
"Jul 20, 2023",353.57,357.97,345.37,346.87,344.8,"33,778,400"
"Jul 19, 2023",361.75,362.46,352.44,355.08,352.96,"39,732,900"
"Jul 18, 2023",345.83,366.78,342.17,359.49,357.34,"64,872,700"
"Jul 17, 2023",345.68,346.99,342.2,345.73,343.67,"20,363,900"
"Jul 14, 2023",347.59,351.43,344.31,345.24,343.18,"28,302,200"
"Jul 13, 2023",339.56,343.74,339.02,342.66,340.61,"20,567,200"
"Jul 12, 2023",336.6,341.65,335.67,337.2,335.19,"29,995,300"
"Jul 11, 2023",331.06,332.86,327,332.47,330.48,"26,698,200"
"Jul 10, 2023",334.6,335.23,327.59,331.83,329.85,"32,791,400"
"Jul 07, 2023",339.32,341.79,337,337.22,335.21,"21,185,300"
"Jul 06, 2023",337.3,342.99,335.5,341.27,339.23,"28,161,200"
"Jul 05, 2023",335.09,341.65,334.73,338.15,336.13,"18,172,400"
"Jul 03, 2023",339.19,340.9,336.57,337.99,335.97,"12,508,700"
"Jun 30, 2023",337.75,342.73,337.2,340.54,338.51,"26,823,800"
"Jun 29, 2023",334.71,336.11,332.62,335.05,333.05,"16,997,000"
"Jun 28, 2023",334.66,337.98,333.81,335.85,333.84,"20,259,500"
"Jun 27, 2023",331.86,336.15,329.3,334.57,332.57,"24,354,100"
"Jun 26, 2023",333.72,336.11,328.49,328.6,326.64,"21,520,600"
"Jun 23, 2023",334.36,337.96,333.45,335.02,333.02,"23,084,700"
"Jun 22, 2023",334.12,340.12,333.34,339.71,337.68,"23,556,800"
"Jun 21, 2023",336.37,337.73,332.07,333.56,331.57,"25,117,800"
"Jun 20, 2023",339.31,342.08,335.86,338.05,336.03,"26,375,400"
"Jun 16, 2023",351.32,351.47,341.95,342.33,340.29,"46,533,600"
"Jun 15, 2023",337.48,349.84,337.2,348.1,346.02,"38,899,100"
"Jun 14, 2023",334.34,339.04,332.81,337.34,335.33,"26,003,800"
"Jun 13, 2023",334.47,336.98,330.39,334.29,332.29,"22,951,300"
"Jun 12, 2023",328.58,332.1,325.16,331.85,329.87,"24,260,300"
"Jun 09, 2023",324.99,329.99,324.41,326.79,324.84,"22,514,900"
"Jun 08, 2023",323.94,326.64,323.35,325.26,323.32,"23,277,700"
"Jun 07, 2023",331.65,334.49,322.5,323.38,321.45,"40,717,100"
"Jun 06, 2023",335.33,335.37,332.17,333.68,331.69,"20,396,200"
"Jun 05, 2023",335.22,338.56,334.66,335.94,333.93,"21,307,100"
"Jun 02, 2023",334.25,337.5,332.55,335.4,333.4,"25,864,000"
"Jun 01, 2023",325.93,333.53,324.72,332.58,330.59,"26,773,900"
"May 31, 2023",332.29,335.94,327.33,328.39,326.43,"45,950,600"
"May 30, 2023",335.23,335.74,330.52,331.21,329.23,"29,503,100"
"May 26, 2023",324.02,333.4,323.88,332.89,330.9,"36,630,600"
"May 25, 2023",323.24,326.9,320,325.92,323.97,"43,301,700"
"May 24, 2023",314.73,316.5,312.61,313.85,311.98,"23,384,900"
"May 23, 2023",320.03,322.72,315.25,315.26,313.38,"30,797,200"
"May 22, 2023",318.6,322.59,318.01,321.18,319.26,"24,115,700"
"May 19, 2023",316.74,318.75,316.37,318.34,316.44,"27,529,500"
"May 18, 2023",314.53,319.04,313.72,318.52,316.62,"27,276,000"
"May 17, 2023",312.29,314.43,310.74,314,312.12,"24,315,000"
"May 16, 2023",309.83,313.71,309.83,311.74,309.2,"26,730,300"
"May 15, 2023",309.1,309.9,307.59,309.46,306.94,"16,336,500"
"May 12, 2023",310.55,310.65,306.6,308.97,306.45,"19,758,100"
"May 11, 2023",310.1,311.12,306.26,310.11,307.59,"31,680,200"
"May 10, 2023",308.62,313,307.67,312.31,309.77,"30,078,000"
"May 09, 2023",308,310.04,306.31,307,304.5,"21,340,800"
"May 08, 2023",310.13,310.2,306.09,308.65,306.14,"21,318,600"
"May 05, 2023",305.72,311.97,304.27,310.65,308.12,"28,181,200"
"May 04, 2023",306.24,307.76,303.4,305.41,302.92,"22,519,900"
"May 03, 2023",306.62,308.61,304.09,304.4,301.92,"22,360,800"
"May 02, 2023",307.76,309.18,303.91,305.41,302.92,"26,404,400"
"May 01, 2023",306.97,308.6,305.15,305.56,303.07,"21,294,100"
"Apr 28, 2023",304.01,308.93,303.31,307.26,304.76,"36,446,700"
"Apr 27, 2023",295.97,305.2,295.25,304.83,302.35,"46,462,600"
"Apr 26, 2023",296.7,299.57,292.73,295.37,292.97,"64,599,200"
"Apr 25, 2023",279.51,281.6,275.37,275.42,273.18,"45,772,200"
"Apr 24, 2023",282.09,284.95,278.72,281.77,279.48,"26,611,000"
"Apr 21, 2023",285.01,286.27,283.06,285.76,283.43,"21,676,400"
"Apr 20, 2023",285.25,289.03,285.08,286.11,283.78,"23,244,400"
"Apr 19, 2023",285.99,289.05,284.54,288.45,286.1,"17,150,300"
"Apr 18, 2023",291.57,291.76,287.01,288.37,286.02,"20,161,800"
"Apr 17, 2023",289.93,291.6,286.16,288.8,286.45,"23,836,200"
"Apr 14, 2023",287,288.48,283.69,286.14,283.81,"20,987,900"
"Apr 13, 2023",283.59,289.9,283.17,289.84,287.48,"24,222,700"
"Apr 12, 2023",284.79,287.01,281.96,283.49,281.18,"27,403,400"
"Apr 11, 2023",285.75,285.98,281.64,282.83,280.53,"27,276,600"
"Apr 10, 2023",289.21,289.6,284.71,289.39,287.03,"23,103,000"
"Apr 06, 2023",283.21,292.08,282.03,291.6,289.23,"29,770,300"
"Apr 05, 2023",285.85,287.15,282.92,284.34,282.03,"22,064,800"
"Apr 04, 2023",287.23,290.45,285.67,287.18,284.84,"25,824,300"
"Apr 03, 2023",286.52,288.27,283.95,287.23,284.89,"24,883,300"
"Mar 31, 2023",283.73,289.27,283,288.3,285.95,"32,766,000"
"Mar 30, 2023",284.23,284.46,281.48,284.05,281.74,"25,053,400"
"Mar 29, 2023",278.96,281.14,278.41,280.51,278.23,"25,087,000"
"Mar 28, 2023",275.79,276.14,272.05,275.23,272.99,"21,878,600"
"Mar 27, 2023",280.5,281.46,275.52,276.38,274.13,"26,840,200"
"Mar 24, 2023",277.24,280.63,275.28,280.57,278.29,"28,172,000"
"Mar 23, 2023",277.94,281.06,275.2,277.66,275.4,"36,610,900"
"Mar 22, 2023",273.4,281.04,272.18,272.29,270.07,"34,873,300"
"Mar 21, 2023",274.88,275,269.52,273.78,271.55,"34,558,700"
"Mar 20, 2023",276.98,277.48,269.85,272.23,270.01,"43,466,600"
"Mar 17, 2023",278.26,283.33,276.32,279.43,277.16,"69,527,400"
"Mar 16, 2023",265.21,276.56,263.28,276.2,273.95,"54,768,800"
"Mar 15, 2023",259.98,266.48,259.21,265.44,263.28,"46,028,000"
"Mar 14, 2023",256.75,261.07,255.86,260.79,258.67,"33,620,300"
"Mar 13, 2023",247.4,257.91,245.73,253.92,251.85,"33,339,700"
"Mar 10, 2023",251.08,252.79,247.6,248.59,246.57,"28,333,900"
"Mar 09, 2023",255.82,259.56,251.58,252.32,250.27,"26,653,400"
"Mar 08, 2023",254.04,254.54,250.81,253.7,251.63,"17,340,200"
"Mar 07, 2023",256.3,257.69,253.39,254.15,252.08,"21,473,200"
"Mar 06, 2023",256.43,260.12,255.98,256.87,254.78,"24,109,800"
"Mar 03, 2023",252.19,255.62,251.39,255.29,253.21,"30,760,100"
"Mar 02, 2023",246.55,251.4,245.61,251.11,249.07,"24,808,200"
"Mar 01, 2023",250.76,250.93,245.79,246.27,244.27,"27,565,300"
"Feb 28, 2023",249.07,251.49,248.73,249.42,247.39,"22,491,000"
"Feb 27, 2023",252.46,252.82,249.39,250.16,248.12,"21,190,000"
"Feb 24, 2023",249.96,251,248.1,249.22,247.19,"24,990,900"
"Feb 23, 2023",255.56,256.84,250.48,254.77,252.7,"29,219,100"
"Feb 22, 2023",254.09,254.34,250.34,251.51,249.46,"22,491,100"
"Feb 21, 2023",254.48,255.49,251.59,252.67,250.61,"28,397,400"
"Feb 17, 2023",259.39,260.09,256,258.06,255.96,"30,000,100"
"Feb 16, 2023",264.02,266.74,261.9,262.15,260.02,"29,603,600"
"Feb 15, 2023",268.32,270.73,266.18,269.32,267.13,"28,922,400"
"Feb 14, 2023",272.67,274.97,269.28,272.17,269.28,"37,047,900"
"Feb 13, 2023",267.64,274.6,267.15,271.32,268.44,"44,630,900"
"Feb 10, 2023",261.53,264.09,260.66,263.1,260.31,"25,818,500"
"Feb 09, 2023",273.8,273.98,262.8,263.62,260.82,"42,375,100"
"Feb 08, 2023",273.2,276.76,266.21,266.73,263.9,"54,686,000"
"Feb 07, 2023",260.53,268.77,260.08,267.56,264.72,"50,841,400"
"Feb 06, 2023",257.44,258.3,254.78,256.77,254.04,"22,518,000"
"Feb 03, 2023",259.54,264.2,257.1,258.35,255.61,"29,077,300"
"Feb 02, 2023",258.82,264.69,257.25,264.6,261.79,"39,940,400"
"Feb 01, 2023",248,255.18,245.47,252.75,250.07,"31,259,900"
"Jan 31, 2023",243.45,247.95,242.95,247.81,245.18,"26,541,100"
"Jan 30, 2023",244.51,245.6,242.2,242.71,240.13,"25,867,400"
"Jan 27, 2023",248.99,249.83,246.83,248.16,245.52,"26,498,900"
"Jan 26, 2023",243.65,248.31,242,248,245.37,"33,454,500"
"Jan 25, 2023",234.48,243.3,230.9,240.61,238.06,"66,526,600"
"Jan 24, 2023",242.5,243.95,240.44,242.04,239.47,"40,234,400"
"Jan 23, 2023",241.1,245.17,239.65,242.58,240,"31,934,000"
"Jan 20, 2023",234.86,240.74,234.51,240.22,237.67,"35,389,800"
"Jan 19, 2023",233.78,235.52,230.68,231.93,229.47,"28,623,000"
"Jan 18, 2023",241.57,242.38,235.52,235.81,233.31,"30,028,700"
"Jan 17, 2023",237.97,240.91,237.09,240.35,237.8,"29,831,300"
"Jan 13, 2023",237,239.37,234.92,239.23,236.69,"21,333,300"
"Jan 12, 2023",235.26,239.9,233.56,238.51,235.98,"27,269,500"
"Jan 11, 2023",231.29,235.95,231.11,235.77,233.27,"28,669,300"
"Jan 10, 2023",227.76,231.31,227.33,228.85,226.42,"27,033,900"
"Jan 09, 2023",226.45,231.24,226.41,227.12,224.71,"27,369,800"
"Jan 06, 2023",223,225.76,219.35,224.93,222.54,"43,613,600"
"Jan 05, 2023",227.2,227.55,221.76,222.31,219.95,"39,585,600"
"Jan 04, 2023",232.28,232.87,225.96,229.1,226.67,"50,623,400"
"Jan 03, 2023",243.08,245.75,237.4,239.58,237.04,"25,740,000"
