Date,Open,High,Low,Close,AClose,Volume
"Nov 15, 2023",337.93,338.4,330.02,332.71,332.36,"14,531,200"
"Nov 14, 2023",334.54,338.1,333.33,336.31,335.95,"17,179,400"
"Nov 13, 2023",326.2,332.33,325.7,329.19,328.84,"16,908,900"
"Nov 10, 2023",319.94,329.1,319.46,328.77,328.42,"19,096,200"
"Nov 09, 2023",319.42,324.18,318.8,320.55,320.21,"16,103,100"
"Nov 08, 2023",318.14,321.33,314.88,319.78,319.44,"13,609,700"
"Nov 07, 2023",317.06,321,315.12,318.82,318.48,"14,055,600"
"Nov 06, 2023",315.98,318.33,314.45,315.8,315.47,"12,887,700"
"Nov 03, 2023",312.55,315.55,311.02,314.6,314.27,"16,754,100"
"Nov 02, 2023",317.3,318.82,308.33,310.87,310.54,"21,631,800"
"Nov 01, 2023",301.85,312.74,301.85,311.85,311.52,"20,434,600"
"Oct 31, 2023",303.31,303.68,296.86,301.27,300.95,"19,434,200"
"Oct 30, 2023",299.09,309.4,299.05,302.66,302.34,"28,435,100"
"Oct 27, 2023",294.48,299.31,292.97,296.73,296.42,"29,596,300"
"Oct 26, 2023",295,295,279.4,288.35,288.04,"66,684,100"
"Oct 25, 2023",310,310.88,298.84,299.53,299.21,"42,192,500"
"Oct 24, 2023",316.78,318.35,310.63,312.55,312.22,"19,525,500"
"Oct 23, 2023",309.5,317.36,307.26,314.01,313.68,"17,796,800"
"Oct 20, 2023",314.14,315.3,306.47,308.65,308.32,"22,287,400"
"Oct 19, 2023",319.88,321.89,311.75,312.81,312.48,"18,709,200"
"Oct 18, 2023",321.39,325.94,315.56,316.97,316.63,"16,851,000"
"Oct 17, 2023",318.18,324.4,317.3,324,323.66,"16,387,800"
"Oct 16, 2023",318.64,321.82,315.52,321.15,320.81,"16,536,100"
"Oct 13, 2023",323.53,325.05,312.37,314.69,314.36,"21,341,000"
"Oct 12, 2023",328,330.54,322.69,324.16,323.82,"20,530,500"
"Oct 11, 2023",323.01,328.84,322.95,327.82,327.47,"22,036,300"
"Oct 10, 2023",319.12,324.66,318.16,321.84,321.5,"19,038,000"
"Oct 09, 2023",312.5,320.33,311.82,318.36,318.02,"22,503,700"
"Oct 06, 2023",301.44,316.31,300.91,315.43,315.1,"21,784,000"
"Oct 05, 2023",304.63,306.21,299.5,304.79,304.47,"19,130,000"
"Oct 04, 2023",298.73,306.9,298.5,305.58,305.26,"16,880,500"
"Oct 03, 2023",304.26,306.77,299.64,300.94,300.62,"17,362,300"
"Oct 02, 2023",302.74,307.18,301.63,306.82,306.49,"16,265,600"
"Sep 29, 2023",307.38,310.64,299.36,300.21,299.89,"25,356,600"
"Sep 28, 2023",298.94,306.33,296.7,303.96,303.64,"22,167,100"
"Sep 27, 2023",300.45,301.3,286.79,297.74,297.42,"36,429,800"
"Sep 26, 2023",297.66,300.3,296.01,298.96,298.64,"19,417,200"
"Sep 25, 2023",295.64,300.95,293.7,300.83,300.51,"18,987,000"
"Sep 22, 2023",299.3,305.38,298.27,299.08,298.76,"25,369,600"
"Sep 21, 2023",295.7,300.26,293.27,295.73,295.42,"21,300,500"
"Sep 20, 2023",305.05,308.06,299.43,299.67,299.35,"19,379,500"
"Sep 19, 2023",302.48,306.17,299.81,305.07,304.75,"15,924,400"
"Sep 18, 2023",298.19,303.6,297.8,302.55,302.23,"14,234,200"
"Sep 15, 2023",311.61,312,298.75,300.31,299.99,"28,106,400"
"Sep 14, 2023",306.74,312.87,305.03,311.72,311.39,"19,343,100"
"Sep 13, 2023",302.36,307.18,301.32,305.06,304.74,"13,210,900"
"Sep 12, 2023",306.33,308.66,300.23,301.66,301.34,"13,480,400"
"Sep 11, 2023",301.41,309.04,301.28,307.56,307.23,"19,489,300"
"Sep 08, 2023",299.22,305.25,296.78,297.89,297.57,"17,548,000"
"Sep 07, 2023",298,307.05,292.22,298.67,298.35,"33,748,700"
"Sep 06, 2023",301.71,303.3,295.66,299.17,298.85,"15,418,100"
"Sep 05, 2023",297.02,301.39,295.51,300.15,299.83,"14,956,000"
"Sep 01, 2023",299.37,301.74,294.47,296.38,296.07,"12,819,800"
"Aug 31, 2023",295.8,301.1,295.66,295.89,295.58,"17,229,900"
"Aug 30, 2023",297.17,298.29,293.43,295.1,294.79,"17,717,000"
"Aug 29, 2023",288.58,299.15,288.18,297.99,297.67,"20,844,500"
"Aug 28, 2023",288,291.45,285.8,290.26,289.95,"14,239,300"
"Aug 25, 2023",286.13,288.39,276.03,285.5,285.2,"23,701,400"
"Aug 24, 2023",298.5,299.46,286.64,286.75,286.45,"18,360,900"
"Aug 23, 2023",288.5,297.4,287.67,294.24,293.93,"18,287,000"
"Aug 22, 2023",292.55,292.9,286.75,287.6,287.3,"12,999,900"
"Aug 21, 2023",283.45,290.5,281.85,289.9,289.59,"20,181,500"
"Aug 18, 2023",279.03,285.69,274.38,283.25,282.95,"34,061,200"
"Aug 17, 2023",293.05,296.05,284.95,285.09,284.79,"23,950,100"
"Aug 16, 2023",300.2,301.08,294.28,294.29,293.98,"18,547,700"
"Aug 15, 2023",306.14,307.23,300.03,301.95,301.63,"11,623,600"
"Aug 14, 2023",300.98,306.21,298.25,306.19,305.87,"15,641,900"
"Aug 11, 2023",302.57,304.72,300.36,301.64,301.32,"13,967,800"
"Aug 10, 2023",307.94,312.34,303.87,305.74,305.42,"14,358,900"
"Aug 09, 2023",312.88,313.63,302.85,305.21,304.89,"19,955,800"
"Aug 08, 2023",314.4,317.89,310.11,312.64,312.31,"15,183,500"
"Aug 07, 2023",313.23,317.07,310.46,316.56,316.22,"16,236,500"
"Aug 04, 2023",314.96,318.41,310.2,310.73,310.4,"17,600,200"
"Aug 03, 2023",309.93,315.95,309.93,313.19,312.86,"15,180,200"
"Aug 02, 2023",318,318.39,310.65,314.31,313.98,"20,461,100"
"Aug 01, 2023",317.54,324.14,314.66,322.71,322.37,"22,817,900"
"Jul 31, 2023",323.69,325.66,317.59,318.6,318.26,"25,799,600"
"Jul 28, 2023",316.88,326.2,314.25,325.48,325.14,"39,220,300"
"Jul 27, 2023",325.12,325.35,309.84,311.71,311.38,"64,229,200"
"Jul 26, 2023",301.19,301.77,291.9,298.57,298.25,"47,256,900"
"Jul 25, 2023",295.19,298.3,291.86,294.47,294.16,"19,585,600"
"Jul 24, 2023",295.78,297.52,288.3,291.61,291.3,"24,915,700"
"Jul 21, 2023",304.57,305.46,291.2,294.26,293.95,"42,089,700"
"Jul 20, 2023",313.5,315.54,302.22,302.52,302.2,"23,836,900"
"Jul 19, 2023",313.03,318.68,310.52,316.01,315.68,"21,763,700"
"Jul 18, 2023",310.88,314.2,307.62,312.05,311.72,"20,764,600"
"Jul 17, 2023",307.54,311.71,304.71,310.62,310.29,"25,323,100"
"Jul 14, 2023",311.79,314.88,307.36,308.87,308.54,"22,576,000"
"Jul 13, 2023",313.62,316.24,310.29,313.41,313.08,"30,281,000"
"Jul 12, 2023",301.75,309.45,300.1,309.34,309.01,"36,677,100"
"Jul 11, 2023",293.9,300.18,291.9,298.29,297.97,"27,585,900"
"Jul 10, 2023",295.55,298.13,287.05,294.1,293.79,"37,058,300"
"Jul 07, 2023",292.18,296.2,288.66,290.53,290.22,"25,546,200"
"Jul 06, 2023",295.89,298.12,291.31,291.99,291.68,"47,600,500"
"Jul 05, 2023",287.65,298.12,286.36,294.37,294.06,"33,865,500"
"Jul 03, 2023",286.7,289.4,284.85,286.02,285.72,"8,629,300"
"Jun 30, 2023",284.76,289.05,284.42,286.98,286.68,"19,676,000"
"Jun 29, 2023",284.5,286.57,280.69,281.53,281.23,"15,395,700"
"Jun 28, 2023",284.82,289.55,284.06,285.29,284.99,"16,722,100"
"Jun 27, 2023",282.01,289.35,280.65,287.05,286.75,"26,108,300"
"Jun 26, 2023",288.7,289.79,277.6,278.47,278.17,"24,232,700"
"Jun 23, 2023",281.51,289.67,278.95,288.73,288.42,"50,988,400"
"Jun 22, 2023",279.08,285.26,277.79,284.88,284.58,"17,563,100"
"Jun 21, 2023",283.53,284,278.36,281.64,281.34,"20,556,200"
"Jun 20, 2023",278.73,284.8,276.22,284.33,284.03,"20,701,600"
"Jun 16, 2023",284.75,287.85,280.13,281,280.7,"43,102,500"
"Jun 15, 2023",272.3,283.99,271.42,281.83,281.53,"25,973,500"
"Jun 14, 2023",271.89,274.99,268.32,273.35,273.06,"19,175,100"
"Jun 13, 2023",274.88,275.72,269.09,271.32,271.03,"16,164,000"
"Jun 12, 2023",267.17,271.75,265.33,271.05,270.76,"15,442,500"
"Jun 09, 2023",262.48,267.95,261.7,264.95,264.67,"16,938,500"
"Jun 08, 2023",260.62,267.65,258.88,264.58,264.3,"20,899,400"
"Jun 07, 2023",271.67,274.25,262.8,263.6,263.32,"26,163,600"
"Jun 06, 2023",270.14,276.57,269.69,271.12,270.83,"19,419,000"
"Jun 05, 2023",270.3,275.57,269.56,271.39,271.1,"20,742,900"
"Jun 02, 2023",272.66,275.35,271.12,272.61,272.32,"19,405,300"
"Jun 01, 2023",265.9,274,265.89,272.61,272.32,"25,609,500"
"May 31, 2023",260,265,258.45,264.72,264.44,"25,473,700"
"May 30, 2023",265.25,268.65,261.29,262.52,262.24,"23,816,500"
"May 26, 2023",252.93,262.31,252.71,262.04,261.76,"25,727,200"
"May 25, 2023",253.4,255.62,249.17,252.69,252.42,"22,371,400"
"May 24, 2023",245.28,249.59,244.95,249.21,248.95,"17,724,300"
"May 23, 2023",246.81,251.61,246.65,246.74,246.48,"17,748,100"
"May 22, 2023",245.41,253.57,245.12,248.32,248.06,"27,738,500"
"May 19, 2023",247.47,248.69,243.41,245.64,245.38,"21,599,800"
"May 18, 2023",241.3,247.09,241.19,246.85,246.59,"22,943,300"
"May 17, 2023",238.45,243.84,238.14,242.49,242.23,"21,193,100"
"May 16, 2023",235.79,239.64,235.52,238.82,238.57,"18,163,800"
"May 15, 2023",236.92,240.26,235.33,238.86,238.61,"20,653,200"
"May 12, 2023",236.74,236.96,231.45,233.81,233.56,"16,155,300"
"May 11, 2023",233.05,238.21,232.3,235.79,235.54,"20,449,000"
"May 10, 2023",236.17,236.75,230.72,233.08,232.83,"19,119,000"
"May 09, 2023",231.46,235.88,231.08,233.37,233.12,"16,865,600"
"May 08, 2023",231.42,235.62,230.27,233.27,233.02,"16,400,500"
"May 05, 2023",232.24,234.68,229.85,232.78,232.53,"26,978,900"
"May 04, 2023",236.06,238.2,232.93,233.52,233.27,"17,889,400"
"May 03, 2023",239.47,241.75,232.75,237.03,236.78,"34,463,900"
"May 02, 2023",243.18,244.92,238.99,239.24,238.99,"24,350,100"
"May 01, 2023",238.62,244,236.46,243.18,242.92,"29,143,900"
"Apr 28, 2023",239.01,240.43,235.75,240.32,240.07,"39,554,000"
"Apr 27, 2023",239.89,241.69,236.77,238.56,238.31,"71,196,500"
"Apr 26, 2023",212.5,214.11,208.88,209.4,209.18,"41,992,700"
"Apr 25, 2023",210.82,211.26,207.13,207.55,207.33,"19,198,200"
"Apr 24, 2023",213.68,213.92,210.71,212.79,212.56,"15,750,900"
"Apr 21, 2023",210.21,213.41,209.58,212.89,212.66,"17,717,200"
"Apr 20, 2023",213.48,216.75,212.77,213.07,212.84,"16,475,400"
"Apr 19, 2023",213.47,217.33,212.93,215.7,215.47,"15,898,100"
"Apr 18, 2023",219.91,220.44,216.21,217.89,217.66,"12,281,000"
"Apr 17, 2023",219.79,220.98,217.13,218.86,218.63,"15,481,900"
"Apr 14, 2023",217.88,222.11,217.55,221.49,221.26,"21,591,200"
"Apr 13, 2023",215.73,221.15,215.69,220.35,220.12,"23,310,400"
"Apr 12, 2023",214.84,216.84,212.58,214,213.77,"18,972,200"
"Apr 11, 2023",215.48,216.02,213.41,213.85,213.62,"16,710,100"
"Apr 10, 2023",214.71,215.66,210.66,214.75,214.52,"16,106,100"
"Apr 06, 2023",209.25,216.94,208.65,216.1,215.87,"26,104,400"
"Apr 05, 2023",214.15,215.19,209.94,211.48,211.26,"19,396,600"
"Apr 04, 2023",213.39,216.24,212.54,214.72,214.49,"21,026,400"
"Apr 03, 2023",208.84,213.49,208.2,213.07,212.84,"17,924,600"
"Mar 31, 2023",207.24,212.17,206.77,211.94,211.72,"25,440,300"
"Mar 30, 2023",203.38,208.09,202.82,207.84,207.62,"22,608,300"
"Mar 29, 2023",203.56,205.72,202.54,205.35,205.13,"18,851,100"
"Mar 28, 2023",200.15,201.03,197.9,200.68,200.47,"19,127,300"
"Mar 27, 2023",204.81,205.86,201.36,202.84,202.63,"18,527,200"
"Mar 24, 2023",205.18,207.58,203.55,206.01,205.79,"27,716,400"
"Mar 23, 2023",202.84,207.88,202.15,204.28,204.06,"27,389,700"
"Mar 22, 2023",202.5,207.37,199.67,199.81,199.6,"28,477,800"
"Mar 21, 2023",203.2,203.55,197.95,202.16,201.95,"31,827,000"
"Mar 20, 2023",198.48,199.36,193.64,197.81,197.6,"25,186,300"
"Mar 17, 2023",200.56,201.9,195.43,195.61,195.4,"50,141,100"
"Mar 16, 2023",198.26,205.76,196.09,204.93,204.71,"50,447,100"
"Mar 15, 2023",192.95,197.78,190.84,197.75,197.54,"42,123,600"
"Mar 14, 2023",187.58,194.32,186.56,194.02,193.81,"41,642,600"
"Mar 13, 2023",177.96,183.78,174.82,180.9,180.71,"24,728,000"
"Mar 10, 2023",181.01,184.77,178.8,179.51,179.32,"25,665,000"
"Mar 09, 2023",186.35,188.93,180.3,181.69,181.5,"26,582,800"
"Mar 08, 2023",182.87,185.26,181.34,184.97,184.77,"19,432,400"
"Mar 07, 2023",189,190.36,184.01,184.51,184.31,"36,701,500"
"Mar 06, 2023",188,189.66,184.64,184.9,184.7,"33,209,400"
"Mar 03, 2023",178.92,186.62,177.05,185.25,185.05,"45,877,700"
"Mar 02, 2023",172.38,175.01,171.43,174.53,174.35,"17,352,000"
"Mar 01, 2023",174.59,177.85,173.05,173.42,173.24,"30,998,400"
"Feb 28, 2023",171.9,177.55,171.87,174.94,174.75,"46,051,100"
"Feb 27, 2023",171.88,173.12,169.06,169.54,169.36,"19,277,000"
"Feb 24, 2023",168.64,170.72,167.66,170.39,170.21,"19,791,300"
"Feb 23, 2023",172,173.69,169.38,172.04,171.86,"20,017,800"
"Feb 22, 2023",171.07,172.76,169.69,171.12,170.94,"22,433,200"
"Feb 21, 2023",174.31,178.17,171.88,172.08,171.9,"34,592,600"
"Feb 17, 2023",170.22,173.18,169.7,172.88,172.7,"24,171,300"
"Feb 16, 2023",172.75,175.85,171.79,172.44,172.26,"25,827,500"
"Feb 15, 2023",176.42,178.19,175.33,177.16,176.97,"25,308,900"
"Feb 14, 2023",177.16,181.51,175.88,179.48,179.29,"24,034,600"
"Feb 13, 2023",178.22,181,175.82,179.43,179.24,"31,463,200"
"Feb 10, 2023",176.35,178.89,173.35,174.15,173.97,"33,433,600"
"Feb 09, 2023",186.13,186.65,177.27,177.92,177.73,"37,118,800"
"Feb 08, 2023",190,190.83,182.92,183.43,183.24,"36,139,100"
"Feb 07, 2023",185.58,193.78,184.4,191.62,191.42,"47,080,700"
"Feb 06, 2023",186.53,190.7,185.52,186.06,185.86,"42,483,800"
"Feb 03, 2023",183.47,196.77,182.89,186.53,186.33,"76,809,700"
"Feb 02, 2023",183.38,197.16,180.16,188.77,188.57,"150,475,700"
"Feb 01, 2023",148.03,153.58,147.06,153.12,152.96,"55,661,000"
"Jan 31, 2023",147.95,149.88,147.52,148.97,148.81,"29,842,100"
"Jan 30, 2023",149.41,151.12,146.95,147.06,146.9,"28,040,100"
"Jan 27, 2023",148.24,153.19,147.39,151.74,151.58,"35,771,900"
"Jan 26, 2023",144.4,147.51,143.3,147.3,147.14,"25,482,100"
"Jan 25, 2023",141.22,143.17,140.31,141.5,141.35,"26,622,000"
"Jan 24, 2023",141.69,145,141.36,143.14,142.99,"21,970,200"
"Jan 23, 2023",139.29,143.76,138.66,143.27,143.12,"27,470,100"
"Jan 20, 2023",135.89,139.94,134.61,139.37,139.22,"28,688,600"
"Jan 19, 2023",132.49,137.45,132.14,136.15,136.01,"28,625,200"
"Jan 18, 2023",135.81,137.25,132.8,133.02,132.88,"20,215,500"
"Jan 17, 2023",136.18,136.75,134.25,135.36,135.22,"21,147,600"
"Jan 13, 2023",134.97,137.39,134.84,136.98,136.83,"22,423,800"
"Jan 12, 2023",133.44,137.68,131.76,136.71,136.57,"30,757,700"
"Jan 11, 2023",130.96,133.85,130.34,132.89,132.75,"25,423,000"
"Jan 10, 2023",127.27,133.44,127.15,132.99,132.85,"28,684,400"
"Jan 09, 2023",131.16,132.95,129.28,129.47,129.33,"26,649,100"
"Jan 06, 2023",128.97,130.33,126.04,130.02,129.88,"27,584,500"
"Jan 05, 2023",126.13,128.52,124.54,126.94,126.81,"25,447,100"
"Jan 04, 2023",127.38,129.05,125.85,127.37,127.24,"32,397,100"
"Jan 03, 2023",122.82,126.37,122.28,124.74,124.61,"35,528,500"
