Date,Open,High,Low,Close,AClose,Volume
"Jun 21, 2023",184.9,185.41,182.59,183.96,183.24,"49,515,700"
"Jun 20, 2023",184.41,186.1,184.41,185.01,184.28,"49,799,100"
"Jun 16, 2023",186.73,186.99,184.27,184.92,184.19,"101,235,600"
"Jun 15, 2023",183.96,186.52,183.78,186.01,185.28,"65,433,200"
"Jun 14, 2023",183.37,184.39,182.02,183.95,183.23,"57,462,900"
"Jun 13, 2023",182.8,184.15,182.44,183.31,182.59,"54,929,100"
"Jun 12, 2023",181.27,183.89,180.97,183.79,183.07,"54,274,900"
"Jun 09, 2023",181.5,182.23,180.63,180.96,180.25,"48,870,700"
"Jun 08, 2023",177.9,180.84,177.46,180.57,179.86,"50,214,900"
"Jun 07, 2023",178.44,181.21,177.32,177.82,177.12,"61,944,600"
"Jun 06, 2023",179.97,180.12,177.43,179.21,178.51,"64,848,400"
"Jun 05, 2023",182.63,184.95,178.04,179.58,178.87,"121,946,500"
"Jun 02, 2023",181.03,181.78,179.26,180.95,180.24,"61,945,900"
"Jun 01, 2023",177.7,180.12,176.93,180.09,179.38,"68,901,800"
"May 31, 2023",177.33,179.35,176.76,177.25,176.55,"99,625,300"
"May 30, 2023",176.96,178.99,176.57,177.3,176.6,"55,964,400"
"May 26, 2023",173.32,175.77,173.11,175.43,174.74,"54,835,000"
"May 25, 2023",172.41,173.9,171.69,172.99,172.31,"56,058,300"
"May 24, 2023",171.09,172.42,170.52,171.84,171.16,"45,143,500"
"May 23, 2023",173.13,173.38,171.28,171.56,170.89,"50,747,300"
"May 22, 2023",173.98,174.71,173.45,174.2,173.51,"43,570,900"
"May 19, 2023",176.39,176.39,174.94,175.16,174.47,"55,772,400"
"May 18, 2023",173,175.24,172.58,175.05,174.36,"65,496,700"
"May 17, 2023",171.71,172.93,170.42,172.69,172.01,"57,951,600"
"May 16, 2023",171.99,173.14,171.8,172.07,171.39,"42,110,300"
"May 15, 2023",173.16,173.21,171.47,172.07,171.39,"37,266,700"
"May 12, 2023",173.62,174.06,171,172.57,171.89,"45,497,800"
"May 11, 2023",173.85,174.59,172.17,173.75,172.83,"49,514,700"
"May 10, 2023",173.02,174.03,171.9,173.56,172.64,"53,724,500"
"May 09, 2023",173.05,173.54,171.6,171.77,170.86,"45,326,900"
"May 08, 2023",172.48,173.85,172.11,173.5,172.58,"55,962,800"
"May 05, 2023",170.98,174.3,170.76,173.57,172.65,"113,316,400"
"May 04, 2023",164.89,167.04,164.31,165.79,164.91,"81,235,400"
"May 03, 2023",169.5,170.92,167.16,167.45,166.56,"65,136,000"
"May 02, 2023",170.09,170.35,167.54,168.54,167.65,"48,425,700"
"May 01, 2023",169.28,170.45,168.64,169.59,168.69,"52,472,900"
"Apr 28, 2023",168.49,169.85,167.88,169.68,168.78,"55,209,200"
"Apr 27, 2023",165.19,168.56,165.19,168.41,167.52,"64,902,300"
"Apr 26, 2023",163.06,165.28,162.8,163.76,162.89,"45,498,800"
"Apr 25, 2023",165.19,166.31,163.73,163.77,162.9,"48,714,100"
"Apr 24, 2023",165,165.6,163.89,165.33,164.45,"41,949,600"
"Apr 21, 2023",165.05,166.45,164.49,165.02,164.14,"58,337,300"
"Apr 20, 2023",166.09,167.87,165.56,166.65,165.77,"52,456,400"
"Apr 19, 2023",165.8,168.16,165.54,167.63,166.74,"47,720,200"
"Apr 18, 2023",166.1,167.41,165.65,166.47,165.59,"49,923,000"
"Apr 17, 2023",165.09,165.39,164.03,165.23,164.35,"41,516,200"
"Apr 14, 2023",164.59,166.32,163.82,165.21,164.33,"49,386,500"
"Apr 13, 2023",161.63,165.8,161.42,165.56,164.68,"68,445,600"
"Apr 12, 2023",161.22,162.06,159.78,160.1,159.25,"50,133,100"
"Apr 11, 2023",162.35,162.36,160.51,160.8,159.95,"47,644,200"
"Apr 10, 2023",161.42,162.03,160.08,162.03,161.17,"47,716,900"
"Apr 06, 2023",162.43,164.96,162,164.66,163.79,"45,390,100"
"Apr 05, 2023",164.74,165.05,161.8,163.76,162.89,"51,511,700"
"Apr 04, 2023",166.6,166.84,165.11,165.63,164.75,"46,278,300"
"Apr 03, 2023",164.27,166.29,164.22,166.17,165.29,"56,976,200"
"Mar 31, 2023",162.44,165,161.91,164.9,164.02,"68,749,800"
"Mar 30, 2023",161.53,162.47,161.27,162.36,161.5,"49,501,700"
"Mar 29, 2023",159.37,161.05,159.35,160.77,159.92,"51,305,700"
"Mar 28, 2023",157.97,158.49,155.98,157.65,156.81,"45,992,200"
"Mar 27, 2023",159.94,160.77,157.87,158.28,157.44,"52,390,300"
"Mar 24, 2023",158.86,160.34,157.85,160.25,159.4,"59,196,500"
"Mar 23, 2023",158.83,161.55,157.68,158.93,158.09,"67,622,100"
"Mar 22, 2023",159.3,162.14,157.81,157.83,156.99,"75,701,800"
"Mar 21, 2023",157.32,159.4,156.54,159.28,158.43,"73,938,300"
"Mar 20, 2023",155.07,157.82,154.15,157.4,156.56,"73,641,400"
"Mar 17, 2023",156.08,156.74,154.28,155,154.18,"98,944,600"
"Mar 16, 2023",152.16,156.46,151.64,155.85,155.02,"76,161,100"
"Mar 15, 2023",151.19,153.25,149.92,152.99,152.18,"77,167,900"
"Mar 14, 2023",151.28,153.4,150.1,152.59,151.78,"73,695,900"
"Mar 13, 2023",147.81,153.14,147.7,150.47,149.67,"84,457,100"
"Mar 10, 2023",150.21,150.94,147.61,148.5,147.71,"68,572,400"
"Mar 09, 2023",153.56,154.54,150.23,150.59,149.79,"53,833,600"
"Mar 08, 2023",152.81,153.47,151.83,152.87,152.06,"47,204,800"
"Mar 07, 2023",153.7,154.03,151.13,151.6,150.8,"56,182,000"
"Mar 06, 2023",153.79,156.3,153.46,153.83,153.01,"87,558,000"
"Mar 03, 2023",148.04,151.11,147.33,151.03,150.23,"70,732,300"
"Mar 02, 2023",144.38,146.71,143.9,145.91,145.14,"52,238,100"
"Mar 01, 2023",146.83,147.23,145.01,145.31,144.54,"55,479,000"
"Feb 28, 2023",147.05,149.08,146.83,147.41,146.63,"50,547,000"
"Feb 27, 2023",147.71,149.17,147.45,147.92,147.13,"44,998,500"
"Feb 24, 2023",147.11,147.19,145.72,146.71,145.93,"55,469,600"
"Feb 23, 2023",150.09,150.34,147.24,149.4,148.61,"48,394,200"
"Feb 22, 2023",148.87,149.95,147.16,148.91,148.12,"51,011,300"
"Feb 21, 2023",150.2,151.3,148.41,148.48,147.69,"58,867,200"
"Feb 17, 2023",152.35,153,150.85,152.55,151.74,"59,144,100"
"Feb 16, 2023",153.51,156.33,153.35,153.71,152.89,"68,167,900"
"Feb 15, 2023",153.11,155.5,152.88,155.33,154.51,"65,573,800"
"Feb 14, 2023",152.12,153.77,150.86,153.2,152.39,"61,707,600"
"Feb 13, 2023",150.95,154.26,150.92,153.85,153.03,"62,199,000"
"Feb 10, 2023",149.46,151.34,149.22,151.01,150.21,"57,450,700"
"Feb 09, 2023",153.78,154.33,150.42,150.87,149.84,"56,007,100"
"Feb 08, 2023",153.88,154.58,151.17,151.92,150.88,"64,120,100"
"Feb 07, 2023",150.64,155.23,150.64,154.65,153.59,"83,322,600"
"Feb 06, 2023",152.57,153.1,150.78,151.73,150.69,"69,858,300"
"Feb 03, 2023",148.03,157.38,147.83,154.5,153.45,"154,357,300"
"Feb 02, 2023",148.9,151.18,148.17,150.82,149.79,"118,339,000"
"Feb 01, 2023",143.97,146.61,141.32,145.43,144.44,"77,663,600"
"Jan 31, 2023",142.7,144.34,142.28,144.29,143.31,"65,874,500"
"Jan 30, 2023",144.96,145.55,142.85,143,142.02,"64,015,300"
"Jan 27, 2023",143.16,147.23,143.08,145.93,144.93,"70,555,800"
"Jan 26, 2023",143.17,144.25,141.9,143.96,142.98,"54,105,100"
"Jan 25, 2023",140.89,142.43,138.81,141.86,140.89,"65,799,300"
"Jan 24, 2023",140.31,143.16,140.3,142.53,141.56,"66,435,100"
"Jan 23, 2023",138.12,143.32,137.9,141.11,140.15,"81,760,300"
"Jan 20, 2023",135.28,138.02,134.22,137.87,136.93,"80,223,600"
"Jan 19, 2023",134.08,136.25,133.77,135.27,134.35,"58,280,400"
"Jan 18, 2023",136.82,138.61,135.03,135.21,134.29,"69,672,800"
"Jan 17, 2023",134.83,137.29,134.13,135.94,135.01,"63,646,600"
"Jan 13, 2023",132.03,134.92,131.66,134.76,133.84,"57,809,700"
"Jan 12, 2023",133.88,134.26,131.44,133.41,132.5,"71,379,600"
"Jan 11, 2023",131.25,133.51,130.46,133.49,132.58,"69,458,900"
"Jan 10, 2023",130.26,131.26,128.12,130.73,129.84,"63,896,200"
"Jan 09, 2023",130.47,133.41,129.89,130.15,129.26,"70,790,800"
"Jan 06, 2023",126.01,130.29,124.89,129.62,128.74,"87,754,700"
"Jan 05, 2023",127.13,127.77,124.76,125.02,124.17,"80,962,700"
"Jan 04, 2023",126.89,128.66,125.08,126.36,125.5,"89,113,600"
"Jan 03, 2023",130.28,130.9,124.17,125.07,124.22,"112,117,500"
